fecha,cliente,zona,compro,articulos,forma_pago,monto,saldo_pendiente,observaciones
2026-08-19,REPUESTOS PELOSO,AV.ITUZAINGO,0,,,0.0,0.0,VISITAR PROXIMA VUELTA
2026-08-19,TALLER ALEJANDRO,AV.ITUZAINGO,0,,,0.0,0.0,ME PIDIERON NUMERO PARA LISTA DE PRECIO
2026-08-20,CARNICERIA VINOS&CO,GARUPA,0,,,0.0,0.0,VISITAR PROXIMA VUELTA
2026-08-20,DIEGO TOHT,GARUPA,0,,,0.0,0.0,VISITAR PROXIMA VUELTA
2026-08-20,FERRETERIA SANDRA,GARUPA,0,,,0.0,0.0,VISITAR PROXIMA VUELTA
2026-08-20,MECANICA WALTER,GARUPA,0,,,0.0,0.0,VISITAR PROXIMA VUELTA
2026-08-20,CRUCERO DEL NORTE,GARUPA,0,,,0.0,0.0,ME PIDIERON NUMERO PARA LISTA DE PRECIO
2026-08-20,OMAR CHILAVERT,AV.QUARANTA,1,"1-BOB.ECOLO.1-LIMP,MANO",PENDIENTE,30300.0,30300.0,SALDO PENDIENTE
2026-08-20,AGUILA DORADA,AV.SAN MARTIN,0,,,0.0,0.0,VISITAR PROXIMA VUELTA
2026-08-20,PLACAS NORTE,AV.SAN MARTIN,1,COMPRA SURTIDA,,217060.0,0.0,VISITAR PROXIMA VUELTA
2026-08-20,YPF,AV.CHACABUCO,0,,,0.0,0.0,"NO ESTABA EL ENCARGADO,VISITAR PROXIMA VUELTA"
2026-08-20,LUBRICENTRO MIGUEL,AV.213,0,,,0.0,0.0,VISITAR PROXIMA VUELTA
2026-08-20,PREMOLDEADOS POSADAS,AV.213,0,,,0.0,0.0,SIN INTERES DE COMPRA
2026-08-20,RECTIFICADORA POSADAS,AV.BUSTAMANTE,0,,,0.0,0.0,VISITAR PROXIMA VUELTA
2026-08-20,TALLER BUSTAMANTE,AV.BUSTAMANTE,0,,,0.0,0.0,SIN INTERES DE COMPRA
2026-08-20,TALLER EMILIO,AV.SANTA CATALINA,1,1-MEKA.1BBX5,PENDIENTE,21500.0,21500.0,SALDO PENDIENTE
2026-08-20,OLEO HIDRAULICA,AV.QUARANTA,0,,,0.0,0.0,LLEVAR MUESTRA
2026-08-20,TALLER SPACIUK,AV.BOUCHARDO,0,,,0.0,0.0,VISITAR PROXIMA VUELTA
2026-08-20,TRANSPORTER SAUER,AV.BOUCHARDO,0,,,0.0,0.0,VISITAR POR LA MAÑANA
2026-08-20,CARNICERIA VINOS&CO,AV.ANDRESITO,1,2-HIPOCLORITO,,12000.0,0.0,VISITAR PROXIMA VUELTA
2026-08-20,FERRETERIA STAR,AV.LAVALLE,0,,,0.0,0.0,"NO ESTABA EL ENCARGADO,VISITAR PROXIMA VUELTA"
2026-08-21,CARNICERIA VINOS&CO,AV.ANDRESITO,1,1-HIPOCLORITO,EFECTIVO,6000.0,0.0,VISITAR PROXIMA VUELTA
2026-08-21,TALLER MONTIEL,CALLE FRANCIA,1,1-BOB.ECOLOG,TRANSFERENCIA,11400.0,0.0,VISITAR PROXIMA VUELTA
2026-08-21,LUBRICENTRO HUGO,AV.SANTA CRUZ,0,,,0.0,0.0,"NO ESTABA EL ENCARGADO,VISITAR PROXIMA VUELTA"
2026-08-21,TALLER VICTOR,AV.SANTA CRUZ,0,,,0.0,0.0,VISITAR PROXIMA VUELTA
2026-08-21,PANADERIA PETRI,RUTA 12,0,,,0.0,0.0,PASAR PRESUPUESTO
2026-08-21,CARLOS ENRIQUE,RUTA 12,0,,,0.0,0.0,PASAR PRESUPUESTO
2026-08-21,GYM IMPERIUM,AV.LOPEZ Y PLANES,1,COMPRA SURTIDA,EFECTIVO,93600.0,0.0,VISITAR PROXIMA VUELTA
2026-08-21,TALLER EZEQUIEL,CALLE MORCILLO CASI CABRED,1,1-REV.NEGRO 1- FRAGA,PENDIENTE,13300.0,13300.0,SALDO PENDIENTE
2026-08-21,CONSUMIDOR FINAL,MARCONI,1,"1-ALC,96% - 1BB -1 SODA",EFECTIVO,62500.0,0.0,ME LLAMA PARA EL PROXIMO PEDIDO
2026-08-21,LAVADERO MENTI,AV.TOMAS GUIDO Y CENTENARIO,1,COMPRA SURTIDA,PENDIENTE,54400.0,22200.0,SALDO PENDIENTE
2026-08-22,ROTISERIA POTOTO,AV.BROWN,0,,,0.0,0.0,COMPRO EN LOCAL URUGUAY
2026-08-22,MECANICA SUAREZ,AV.SAN MARTIN,0,,,0.0,0.0,"NO ESTABA EL ENCARGADO,VISITAR PROXIMA VUELTA"
2026-08-22,LAVADERO WALTER,AV.LAS HERAS,0,,,0.0,0.0,VISITAR PROXIMA VUELTA
2026-08-22,LAVADERO EL POLA,AV.BLAS PARERA,0,,,0.0,0.0,TODAVIA CON STOCK
2026-08-22,LAVADERO VIKINGO,AV.BROWN,1,"1-JABON,LIQ AZUL.1- SUAVI.",EFECTIVO,17000.0,0.0,VISITAR PROXIMA VUELTA
2026-08-22,LUBRICENTRO DANI,AV.BROWN,0,,,0.0,0.0,ME PIDIERON NUMERO PARA LISTA DE PRECIO
2026-08-22,LAVADERO CARWAS,AV.BROWN,0,,,0.0,0.0,VISITAR PROXIMA VUELTA
2026-08-22,TALLER YOU,AV.FCO DE ARO,1,"1-JABON,LIQ AZUL.1- SUAVI.",PENDIENTE,17000.0,17000.0,SALDO PENDIENTE
2026-08-22,YPF,AV.URUGUAY,0,,,0.0,0.0,VISITAR MARTES Y HABLAR CON ALBERTO
2026-08-22,LAVADERO ZN SEBA,AV.SANTA CRUZ,1,1-MEKAX20,EFECTIVO,33000.0,0.0,VISITAR PROXIMA VUELTA
